Year,Delivering_Country,Receiving_Countries,Diplomacy_category,Comments,Source,Latitude,Longitude,Colour
2022,Australia,Fiji,Maritime Security,Working with Fiji to enhance maritime capabilities,https://www.defence.gov.au/news-events/news/2022-12-06/working-fiji-enhance-maritime-capabilities,-18.11013314,178.4031206,Specific
2022,Australia,Papua New Guinea,Military Medical Diplomacy,Personal tragedy motivates deployment,https://www.defence.gov.au/news-events/news/2022-03-09/personal-tragedy-motivates-deployment,-8.126364873,147.0389245,Specific
2023,New Zealand,Vanuatu,Arms control,RNZN ship’s crew to undertake historic survey and bomb disposal in Pacific Islands mission,https://www.nzdf.mil.nz/media-centre/news/rnzn-ships-crew-to-undertake-historic-survey-and-bomb-disposal-in-pacific-islands-mission/,,,
2021,Australia,Papua New Guinea,Defence Infrastructure,Australian defence spending in Papua New Guinea to provide business opportunities,https://www.businessadvantagepng.com/australian-defence-spending-in-papua-new-guinea-to-provide-business-opportunities/,-2.03961315,147.3715798,Specific
2022,New Zealand,Fiji,Visit Diplomacy (Defence),Ministerial Overseas Travel 21-03-2022 to 26-03-2022,https://www.defence.govt.nz/publications/publication/ministerial-overseas-travel-21-03-22-to-26-03-22,,,Broad
2021,Australia,Tonga,Training,Tongan students become combative masters,https://matangitonga.to/2021/11/28/tongan-students-become-combative-masters,,,Broad
2023,Australia,Papua New Guinea,Defence Infrastructure,Fourth Guardian-class Patrol Boat delivered to Papua New Guinea ,https://www.minister.defence.gov.au/media-releases/2023-10-04/fourth-guardian-class-patrol-boat-delivered-papua-new-guinea,-9.470782478,147.1503912,Specific
2023,Australia,Papua New Guinea,Training,Engineers bond on pack march in PNG,https://www.defence.gov.au/news-events/news/2023-06-23/engineers-bond-pack-march-png,-6.62421807,146.9865227,Specific
2023,Fiji,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2018,United States of America,Papua New Guinea,MIL-POL Engagement,Coast Guard Forces to Provide Maritime Security for APEC Summit,https://seapowermagazine.org/coast-guard-forces-to-provide-maritime-security-for-apec-summit/,-9.460760196,147.148278,Specific
2023,Australia,Papua New Guinea,Defence Infrastructure,PNG-Australia Partnership,https://twitter.com/AusHCPNG/status/1635766599490871297?s=03&t=SDToICX2xWeZj9oHaBLlEA,-6.641739708,146.9876678,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,An ADF C-130 delivered first loads of TC Lola humanitarian relief stores - essential hygiene and shelter supplies,https://twitter.com/AusHCVanuatu/status/1718526302872060033,-17.70035041,168.3190921,Specific
2023,United States of America,Papua New Guinea,Military Exercises,"US, Aust air force in low-flying exercise over PNG air space",https://www.postcourier.com.pg/us-aust-air-force-in-low-flying-exercise-over-png/,-9.61,148.7363498,Specific
2020,Australia,Fiji,HADR – Disaster Response,More than 600 ADF personnel on their way to Fiji,https://www.fijivillage.com/news/More-600-ADF-personnel-on-their-way-to-Fiji-xr458f/,-19.07960373,178.1858021,Specific
2023,Australia,Papua New Guinea,Military Exercises,Taking combat to the jungle,https://www.defence.gov.au/news-events/news/2023-09-20/taking-combat-jungle,-3.572360526,143.6954916,Specific
2023,Australia,Solomon Islands,Military Medical Diplomacy,ADF personnel donate blood to the Solomon Islands Red Cross to be used in the Pacific Games,https://twitter.com/DefenceAust/status/1725363185530634290,-9.435265989,159.9709555,Specific
2023,Australia,Papua New Guinea,Training,Six graduate from Australian Defence College ,https://www.looppng.com/png-news/six-graduate-australian-defence-college-124117,,,Broad
2022,United Kingdom,Papua New Guinea,Defence Infrastructure,Renovations a combined effort,https://www.defence.gov.au/news-events/news/2022-09-30/renovations-combined-effort,-9.34901463,147.2759238,Specific
2023,New Zealand,Fiji,Military Exercises,NZDF personnel 'live in the bush' with Fiji soldiers to strengthen defence ties,https://www.rnz.co.nz/international/pacific-news/498926/nzdf-officers-live-in-the-bush-with-fiji-soldiers-to-strengthen-defence-ties,-17.82028596,177.6530315,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Chinese naval ship Qi Jiguang arrives in Fiji,https://twitter.com/Benfdef/status/1709806927641973170?t=OOo5yfLehhBNEUx2GkilVQ&s=03,-18.12975085,178.4234441,Specific
2023,United States of America,Tonga,Military Exercises,Pacific Partnership 2023 visits Tonga,https://www.facebook.com/100068879063470/posts/november-19-recaptoday-was-one-of-the-first-days-the-skies-have-allowed-for-us-t/665947002377929/,-21.14090682,-175.1691879,Specific
2023,Tonga,Papua New Guinea,HADR – Disaster Response,Pacific leaders plan disaster relief strategy,https://www.defence.gov.au/news-events/news/2023-10-03/pacific-leaders-plan-disaster-relief-strategy,-9.470884865,147.1843372,Specific
2023,Australia,Tonga,Defence Infrastructure,ADF supports HMAF develops telecommunications infrastructure through Project LALI,https://twitter.com/AustralianArmy/status/1708240313343414499,-21.23942299,-175.1356312,Specific
2019,New Zealand,Tonga,Public Diplomacy,RNZN’s First Tongan Warrant Officer attends celebrations,https://matangitonga.to/2019/07/02/rnzn-s-first-tongan-warrant-officer-attends-celebrations,-21.13272145,-175.2019413,Specific
2022,United Kingdom,Fiji,Military Exercises,Exercise Cartwheel 2022,https://m.facebook.com/story.php?id=100064718765244&story_fbid=471026625064626,-17.76013723,177.4854108,Specific
2019,China,Papua New Guinea,Military Medical Diplomacy,Varo welcomes Chinese Navy to PNG,https://www.postcourier.com.pg/varo-welcomes-chinese-navy-to-png/,-9.47053007,147.1512456,Specific
2022,Australia,Tonga,Military Exercises,Infantry sea a new way to train,https://www.defence.gov.au/news-events/news/2022-07-13/infantry-sea-new-way-train,-21.13308552,-175.2021053,Specific
2023,New Zealand,Vanuatu,HADR – Disaster Response,The US Coast Guards and the VMF worked with NZ in providing essential supplies to affected areas in Vanuatu,https://twitter.com/NicciSimmondsNZ/status/1720170116309192741,-17.70082159,168.3208059,Specific
2023,United Kingdom,Papua New Guinea,Visit Diplomacy (Defence),British High Commissioner (PNG) hosted Director of International Security from the UK Ministry of Defence,https://www.linkedin.com/posts/jemimah-n-b2390ba1_ukinpng-positiveaboutpng-ukmod-ugcPost-7113074720387846144-s4TA/?utm_source=share&utm_medium=member_android,,,Broad
2023,Australia,Fiji,Military Exercises,Exercise Cartwheel 2023,https://twitter.com/RFMF_Defence/status/1702426536702607473,-17.75985391,177.4849893,Specific
2021,Australia,Fiji,HADR – Disaster Response,ADF helicopters assist in delivering aid during Operation Fiji Assist,https://www.fijitimes.com/adf-helicopters-assist-in-delivering-aid-during-operation-fiji-assist/,-16.77888702,178.679529,Specific
2020,New Zealand,Fiji,MIL-POL Engagement,NZ Police reaffirm support for Fiji ,https://www.fbcnews.com.fj/news/tc-yasa/inspector-douglas-reaffirms-nzs-support-for-fiji/,-16.602807,179.1978878,Specific
2023,Australia,Vanuatu,Visit Diplomacy (Defence),VMF hosts Major General Greg Novak of the ADF,https://twitter.com/COMD6BDE/status/1701856559276675445?t=UKgv3e-LsHLaBBilpsXgtw&s=03,-17.72446903,168.3149767,Specific
2023,Australia,Vanuatu,MIL-POL Engagement,ADF supports VMF in infrastructure development and policing work,https://twitter.com/AusHCVanuatu/status/1708021359131918669,-15.71879583,168.1797576,Specific
2023,Australia,Papua New Guinea,Training,ADF-PNGDF Weapons Lessons,https://twitter.com/DefenceAust/status/1681257545581690880?s=03&t=CSfnE1B1xb0mSNN3FUSeqA,-3.560032196,143.6976108,Specific
2019,Australia,Fiji,Visit Diplomacy (Defence),DSSC Visit RFMF,https://www.rfmf.mil.fj/dssc-visit-rfmf/,-18.14949173,178.4292256,Specific
2023,United States of America,Fiji,Military Exercises,Exercise Cartwheel 2023: The Nevada National Guard paired with the Fijian Armed Forces,https://twitter.com/USNationalGuard/status/1709297269806100828?t=crayJ8yBZlxMiXfwJNHBlQ&s=03,-17.77937886,177.5596937,Specific
2021,Australia,Papua New Guinea,Military Exercises,Partnership endures as PNG military exchange concludes in Townsville,https://www.defence.gov.au/news-events/releases/2021-11-17/partnership-endures-png-military-exchange-concludes-townsville,-3.556841501,143.6941301,Specific
2023,Australia,Vanuatu,Maritime Security,Defence supports Pacific Partners to combat illegal fishing in the region,https://www.defence.gov.au/news-events/releases/2023-08-29/defence-supports-pacific-partners-combat-illegal-fishing-region,-16.50914671,169.3487116,Specific
2019,New Zealand,Papua New Guinea,Visit Diplomacy (Defence),Ministerial Overseas Travel 08-05-2019 to 10-05-2019 ,https://www.defence.govt.nz/publications/publication/ministerial-overseas-travel-08052019-10052019,,,Broad
2023,France,Fiji,Training,Fiji ratifies the Status of Forces Agreement with France,https://www.fbcnews.com.fj/news/fiji-ratifies-the-status-of-forces-agreement-with-france/,-18.15820761,178.4334448,Specific
2020,Australia,Papua New Guinea,HADR – Disaster Response,Papua New Guinea Defence Force lends a hand in our time of need,https://www.minister.defence.gov.au/media-releases/2020-01-13/papua-new-guinea-defence-force-lends-hand-our-time-need,-6.645811525,146.989855,Specific
2020,Australia,Papua New Guinea,Defence Infrastructure,The ADF hands over of the upgraded Defence Intelligence facilities in Murray Baracks ,https://twitter.com/dcospngdf1/status/1288994150310744065?s=20,-9.468780068,147.1830516,Specific
2022,United States of America,Fiji,Defence Cooperation,Seabees Work with Fiji Military Forces to Build School,https://www.navy.mil/Press-Office/News-Stories/Article/3074699/seabees-work-with-fiji-military-forces-to-build-school/,-16.72604054,179.7575727,Specific
2021,Australia,Fiji,Military Exercises,Sharing knowledge on Coral,https://www.defence.gov.au/news-events/news/2021-11-10/sharing-knowledge-coral,-18.14694222,178.4239114,Specific
2023,France,Papua New Guinea,HADR – Disaster Response,French navy sails in with relief supplies,https://www.postcourier.com.pg/french-navy-sail-in-with-relief-supplies/,-5.431944285,154.6724603,Specific
2023,Australia,Fiji,Defence Infrastructure,Fiji receives 14 Bushmasters from Australia to help with its international PKOs,https://www.fbcnews.com.fj/news/fiji-receives-14-bushmasters-from-australia/,-18.0993114,178.4514454,Specific
2023,Australia,Papua New Guinea,Military Medical Diplomacy,Mentoring fellow medics in PNG,https://www.defence.gov.au/news-events/news/2023-03-23/mentoring-fellow-medics-png,-9.470879549,147.184371,Specific
2018,New Zealand,Papua New Guinea,Visit Diplomacy (Defence),Minister of Defence Departs for Papua New Guinea ,https://www.beehive.govt.nz/release/minister-defence-departs-papua-new-guinea,-9.428105408,147.1917612,Specific
2023,United States of America,Papua New Guinea,Training,Soldiers from the Pacific Partnership Team 2023 had STEM sessions with students,https://www.linkedin.com/posts/ausnavy_ausnavy-strongertogether-pacificpartnership23-ugcPost-7122778824043360256-NUI3/?utm_source=share&utm_medium=member_android,-3.693957527,143.6354738,Specific
2019,New Zealand,Fiji,Visit Diplomacy (Defence),NZDF TRADOC courtesy call to Chief of Staff Land Forces,https://www.rfmf.mil.fj/nzdf-tradoc-courtesy-call-to-cos-lf/,-18.11340897,178.4576744,Specific
2021,Australia,Fiji,Training,Fiji soldiers depart for military training ,https://www.fijitimes.com/fiji-soldiers-depart-for-military-training/,-17.75216335,177.4455149,Specific
2021,China,Fiji,Training,RFMF senior officers receive their Masters in Military Science degrees,https://www.fijitimes.com/rfmf-senior-officers-receive-their-masters-in-military-science-degrees/,-18.15962727,178.4265266,Specific
2020,France,Papua New Guinea,Visit Diplomacy (Defence),Foreign Defence Attaches and Advisers to PNG,https://twitter.com/CDF_PNGDF/status/1232174943367876608,-9.470271211,147.1850075,Specific
2021,Australia,Fiji,Military Exercises,An exercise in sharing knowledge,https://www.defence.gov.au/news-events/news/2021-04-28/exercise-sharing-knowledge,,,Broad
2023,Australia,Solomon Islands,Sports Diplomacy (Defence),The Australian Army Band and the RSIPF Band entertain crowds at Unity Square,https://www.facebook.com/100064571687107/posts/kam-singsing-an-danisi-join-us-at-unity-square-from-5pm-7pm-this-sunday-26-novem/721582330004150/,-9.436881235,159.9709972,Specific
2023,Australia,Papua New Guinea,Military Exercises,Old friends reunite in PNG for Exercise Pukpuk,https://www.defence.gov.au/news-events/news/2023-07-26/old-friends-reunite-png?linkId=227179373,-2.041802288,147.3735099,Specific
2023,New Zealand,Fiji,HADR – Disaster Response,NZ Defence Force conducts humanitarian aid relief response exercise in Fiji,https://www.fijitimes.com.fj/nz-defence-force-conducts-humanitarian-aid-relief-response-exercise-in-fiji/,-17.69810003,177.4223742,Specific
2018,Australia,Fiji,Military Exercises,Indo-Pacific Endeavour 18 continues to build regional security and stability,https://www.minister.defence.gov.au/media-releases/2018-06-01/indo-pacific-endeavour-18-continues-build-regional-security-and-stability,,,Broad
2022,Australia,Papua New Guinea,Defence Cooperation,Australian support for PNG election concludes,https://www.minister.defence.gov.au/media-releases/2022-09-16/australian-support-png-election-concludes,-9.498597985,147.1823046,Specific
2020,Australia,Tonga,Training,Proud Tongan graduates from Royal Australian Naval College,https://www.looptonga.com/tonga-news/proud-tongan-graduates-royal-australian-naval-college-96127,,,Broad
2020,New Zealand,Fiji,Training,Radio operators course for Fiji Navy,https://www.fijitimes.com/radio-operators-course-for-fiji-navy/,-18.12423402,178.3191294,Specific
2022,Fiji,Solomon Islands,Defence Cooperation,Troops are well as they support operation Halo Olketa,https://www.rfmf.mil.fj/%f0%9d%97%a7%f0%9d%97%a5%f0%9d%97%a2%f0%9d%97%a2%f0%9d%97%a3%f0%9d%97%a6-%f0%9d%97%94%f0%9d%97%a5%f0%9d%97%98-%f0%9d%97%aa%f0%9d%97%98%f0%9d%97%9f%f0%9d%97%9f-%f0%9d%97%94%f0%9d%97%a6-%f0%9d%97%a7/,-9.427053422,160.0454186,Specific
2023,United Kingdom,Papua New Guinea,Training,Soldiers from the Pacific Partnership Team 2023 had STEM sessions with students,https://www.linkedin.com/posts/ausnavy_ausnavy-strongertogether-pacificpartnership23-ugcPost-7122778824043360256-NUI3/?utm_source=share&utm_medium=member_android,-3.693957527,143.6354738,Specific
2021,Australia,Fiji,HADR – Disaster Response,Australian Defence Force personnel progressing on Operation Fiji Assist,https://www.minister.defence.gov.au/media-releases/2021-01-11/australian-defence-force-personnel-progressing-operation-fiji-assist,-16.61349458,178.6846574,Specific
2023,United States of America,Papua New Guinea,Defence Cooperation,Defence cooperation between PNG and US,https://twitter.com/USEmbassyPOM/status/1734379926743023885,-9.479043799,147.1481003,Specific
2021,United States of America,Fiji,Training,Forging US-Fiji military partnerships in the classroom,https://spiritofamerica.org/us-fiji-military-partnership,,,Broad
2023,Australia,Fiji,Training,Fijian military officers graduated successfully from their respective courses,https://www.facebook.com/100068895022784/posts/congratulations-and-bravo-zulu-to-fiji-navy-officers-who-recently-graduated-from/664901349149693/,,,Broad
2023,Australia,Papua New Guinea,Military Exercises,PNG's first Talisman Sabre,https://www.defence.gov.au/news-events/news/2023-08-03/pngs-first-talisman-sabre?linkId=228721245,-3.56198277,143.6968295,Specific
2022,Australia,Papua New Guinea,Training,Signals training received loud and clear in PNG,https://www.defence.gov.au/news-events/news/2022-05-30/signals-training-received-loud-and-clear-png,-2.037677044,147.367595,Specific
2023,New Zealand,Vanuatu,HADR – Disaster Response, NZ AirForce P-8A Poseidon aircraft assists Vanuatu to assess damage following Tropical Cyclone Lola,https://twitter.com/NZDefenceForce/status/1717338971649589319,-16.98235366,168.1983892,Specific
2023,Australia,Solomon Islands,MIL-POL Engagement,RSIPF to arm patrol boats with assistance from the Australian army,https://www.australiandefence.com.au/news/news/solomon-islands-to-arm-patrol-boats,-9.428373377,159.9590232,Specific
2023,United States of America,Papua New Guinea,Maritime Security,Papua New Guinea leads joint maritime operations with U.S. Coast Guard,https://www.news.uscg.mil/Press-Releases/Article/3503097/papua-new-guinea-leads-joint-maritime-operations-with-us-coast-guard/,-9.49237808,147.1310707,Specific
2021,Australia,Papua New Guinea,Defence Cooperation,Squadron's family expanded,https://www.defence.gov.au/news-events/news/2021-08-02/squadrons-family-expanded,-9.432128443,147.217718,Specific
2023,China,Vanuatu,Military Medical Diplomacy,Chinese naval hospital ship Peace Ark concludes visit to Vanuatu,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/16245695.html,-17.74334316,168.2922339,Specific
2023,Australia,Papua New Guinea,Military Exercises,Olgeta Warrior Exercise 2023,https://www.youtube.com/watch?v=ChRTzKnB69s,-3.561278824,143.6909471,Specific
2022,Australia,Fiji,Training,Fijian soldiers welcome training in Brisbane,https://www.defence.gov.au/news-events/news/2022-02-17/fijian-soldiers-welcome-training-brisbane,,,Broad
2023,Australia,Solomon Islands,Military Medical Diplomacy,Defence Australia deliver two St Johns ambulances on HMAS Choules to support the XVII Pacific Games in Honiara,https://www.facebook.com/100064571687107/posts/st-john-ambulance-solomon-islands-has-been-engaged-by-the-pacific-games-organisi/714348950727488/,-9.428943003,159.9555601,Specific
2023,Indonesia,Fiji,Visit Diplomacy (Defence),Indonesian Ambassador to Fiji meets Fiji's Army Commander,https://twitter.com/SimamoraDupito/status/1714401853843358204,-18.11287143,178.4568992,Specific
2023,France,Vanuatu,HADR – Disaster Response,French army conducts reconnaissance flight to assess the impact of cyclone Lola,https://twitter.com/jeangene_vilmer/status/1717426244067967385,-16.05408024,167.8352972,Specific
2021,Australia,Papua New Guinea,Training,Warriors share knowledge,https://www.defence.gov.au/news-events/news/2021-11-03/warriors-share-knowledge,-9.502984613,147.2286944,Specific
2023,China,Fiji,Visit Diplomacy (Defence),Chinese naval ship Qi Jiguang on good-will visit to Fiji,https://twitter.com/fijitimes/status/1709776618280144947,-18.13246875,178.419064,Specific
2023,China,Vanuatu,MIL-POL Engagement,Chinese police experts arrive in Vanuatu amid political crisis,https://www.reuters.com/world/asia-pacific/chinese-police-experts-arrive-vanuatu-amid-political-crisis-2023-08-26/,-17.76216069,168.3099751,Specific
2023,Australia,Papua New Guinea,Training,Pacific Partnership 2023,https://twitter.com/DefenceAust/status/1702547814008385812,,,Broad
2023,Australia,Papua New Guinea,Defence Cooperation,The defence and security relationship between Australia and PNG remains as strong and mutually reinforcing,https://www.linkedin.com/posts/aushcpng_pngauspartnership-activity-7138663476947857409-SXDU?utm_source=share&utm_medium=member_android,-6.569598632,146.7250624,Specific
2023,Australia,Papua New Guinea,Training,Finding new ways to tell their story,https://www.defence.gov.au/news-events/news/2023-10-24/finding-new-ways-tell-their-story,-9.469845899,147.1837776,Specific
2023,Australia,Vanuatu,HADR – Disaster Response,RNZAF aerial surveillance and relief supply flight to assist Vanuatu recover from the impact of TC Lola ,https://twitter.com/NanaiaMahuta/status/1718818343573246300?t=g4nZinJ2Bw4EcS1IZDwVlg&s=03,-17.70117011,168.3206283,Specific
2023,Australia,Tonga,Defence Cooperation,Stronger Together: 50 Years of Defence Cooperation,https://www.youtube.com/watch?v=iN76XB6cLnY,,,
2021,Australia,Papua New Guinea,Military Medical Diplomacy,Support to PNG COVID response increased,https://www.defence.gov.au/news-events/news/2021-10-29/support-png-covid-response-increased,-9.440224465,147.2161866,Specific
2023,China,Solomon Islands,Military Medical Diplomacy,Hospital ship Peace Ark leaves Solomon Islands for Timor-Leste,http://eng.chinamil.com.cn/CHINA_209163/TopStories_209189/16248371.html,-9.422017897,159.9546929,Specific
2018,China,Tonga,Military Medical Diplomacy,"Peace Ark arrives in Tonga for goodwill visit, to provide medical service",http://eng.chinamil.com.cn/CHINA_209163/Exchanges/News_209188/15993503.html,-21.12942883,-175.1973203,Specific
2023,Nepal,Fiji,Visit Diplomacy (Defence),Nepal committed to working together with Fiji ,https://www.fbcnews.com.fj/news/nepal-committed-to-working-together-with-fiji/,-18.14536377,178.4244977,Specific
